t,Scenario6.GAS_PRICE,Scenario6.POWER_PRICE,Scenario6.HEAT_PRICE,Scenario6.heat_demand,Scenario6.heat_demand_scenario,Scenario6.delta_heat_demand,Scenario6.probability,Scenario6.heat_storage1.initial_soc,Scenario6.chp1.bin,Scenario6.chp1.power,Scenario6.chp1.gas,Scenario6.chp1.heat,Scenario6.chp1.eta_th,Scenario6.chp1.eta_el,Scenario6.chp1.y1,Scenario6.chp1.y2,Scenario6.chp2.bin,Scenario6.chp2.power,Scenario6.chp2.gas,Scenario6.chp2.heat,Scenario6.chp2.eta_th,Scenario6.chp2.eta_el,Scenario6.chp2.y1,Scenario6.chp2.y2,Scenario6.boiler1.bin,Scenario6.boiler1.heat,Scenario6.boiler1.gas,Scenario6.boiler1.eta_th,Scenario6.boiler1.y1,Scenario6.boiler1.y2,Scenario6.heat_storage1.heat_charge,Scenario6.heat_storage1.bin_charge,Scenario6.heat_storage1.heat_discharge,Scenario6.heat_storage1.bin_discharge,Scenario6.heat_storage1.heat_balance,Scenario6.heat_storage1.heat_capacity,Scenario6.heat_storage1.dispatch_heat_capacity,Scenario6.heat_storage1.dispatch_heat_charge,Scenario6.heat_storage1.dispatch_heat_discharge,Scenario6.heat_storage1.dispatch_storage_capacity,Scenario6.heat_storage1.dispatch_extension,Scenario6.heat_storage1.use_extension,Scenario6.ngas_grid.gas_balance,Scenario6.power_grid.power_balance,Scenario6.power_grid.power_supply,Scenario6.power_grid.power_feedin,Scenario6.heat_grid.heat_balance,Scenario6.heat_grid.heat_supply,Scenario6.heat_grid.heat_feedin,Scenario6.heat_grid.dispatch_heat_feedin,Scenario6.heat_grid.dispatch_heat_supply,Scenario6.heat_grid.dispatch_heat_balance,Scenario6.arc01_expanded.power,Scenario6.arc02_expanded.power,Scenario6.arc03_expanded.heat,Scenario6.arc04_expanded.heat,Scenario6.arc05_expanded.heat,Scenario6.arc06_expanded.gas,Scenario6.arc07_expanded.gas,Scenario6.arc08_expanded.heat
1,0.1543,0.251,0.105,42.93003346987888,8.753729885355696,34.17630358452318,0.12106410721292796,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999968193,0.3200000000069863,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.06996653012152,1.0,0.0,0.0,-32.06996653012152,352.0699665301215,386.2462701146447,34.17630358452318,0.0,386.2462701146447,0.0,0.0,0.0,-38.095238095238095,0.0,38.095238095238095,0.0,32.06996653012152,75.0,0.0,34.17630358452318,0.0,0.0,38.095238095238095,0.0,75.0,0.0,0.0,0.0,0.0
2,0.1543,0.251,0.105,49.94433894410759,41.22663700423778,8.717701939869812,0.12106410721292796,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.94433894410761,1.0,49.94433894410764,302.1256275860139,310.8433295258837,8.717701939869812,0.0,310.8433295258837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.94433894410759,0.0,8.717701939869812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.94433894410761
3,0.1543,0.251,0.105,94.03254851258028,132.66063996899277,-38.62809145641249,0.12106410721292796,320.0,1.0,37.21858864027628,117.0395869191004,68.0,0.5809999999942721,0.3179999999993015,1.0,0.0,1.0,38.095238095238095,119.04761904761905,75.0,0.6299999999968207,0.3200000000069849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.96745148741974,1.0,0.0,0.0,-48.96745148741974,351.0930790734336,312.4649876170211,0.0,38.62809145641249,312.4649876170211,0.0,0.0,117.0395869191004,-75.31382673551299,0.0,75.31382673551299,0.0,48.96745148741974,143.0,38.62809145641249,0.0,0.0,37.21858864027628,38.095238095238095,68.0,75.0,0.0,0.0,117.0395869191004,0.0
4,0.1543,0.251,0.105,61.41195546034911,-11.343585424092389,72.7555408844415,0.12106410721292796,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.411955460349134,1.0,61.41195546034919,289.6811236130844,362.43666449752595,72.7555408844415,0.0,362.43666449752595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.41195546034911,0.0,72.7555408844415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.411955460349134
5,0.1543,0.251,0.105,61.56012998504249,91.84338185425088,-30.283251869208392,0.12106410721292796,320.0,1.0,37.21858864027628,117.0395869191126,68.0,0.5809999999942722,0.3179999999993015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.439870014957673,1.0,0.0,0.0,-6.439870014957673,296.1209936280422,265.8377417588338,0.0,30.283251869208392,265.8377417588338,0.0,0.0,117.0395869191126,-37.21858864027628,0.0,37.21858864027628,0.0,6.439870014957673,68.0,30.283251869208392,0.0,0.0,37.21858864027628,0.0,68.0,0.0,0.0,0.0,117.0395869191126,0.0
6,0.1543,0.251,0.105,59.83390960925733,30.43353485143223,29.4003747578251,0.12106410721292796,320.0,1.0,33.680203908389416,109.47490938263738,64.73773962660661,0.5930703633758276,0.30592963661774597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.903830017349264,1.0,0.0,0.0,-4.9038300173492075,301.0248236453914,330.4251984032165,29.4003747578251,0.0,330.4251984032165,0.0,0.0,109.47490938263738,-33.680203908389416,0.0,33.680203908389416,0.0,4.903830017349264,64.7377396266066,0.0,29.4003747578251,0.0,33.680203908389416,0.0,64.73773962660661,0.0,0.0,0.0,109.47490938263738,0.0
7,0.1543,0.251,0.105,65.23056888226175,78.154315776809,-12.92374689454725,0.12106410721292796,320.0,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.769431117740332,1.0,0.0,0.0,-2.7694311177403392,303.79425476313173,290.87050786858447,0.0,12.92374689454725,290.87050786858447,0.0,0.0,117.03958691910523,-37.21858864027854,0.0,37.21858864027854,0.0,2.769431117740332,68.0,12.92374689454725,0.0,0.0,37.21858864027854,0.0,68.0,0.0,0.0,0.0,117.03958691910523,0.0
8,0.1543,0.251,0.105,66.69433674045136,31.25060967802434,35.44372706242702,0.12106410721292796,320.0,1.0,37.21858864027628,117.0395869191004,68.0,0.5809999999942721,0.3179999999993015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3056632595486377,1.0,0.0,0.0,-1.3056632595486377,305.09991802268036,340.54364508510736,35.44372706242702,0.0,340.54364508510736,0.0,0.0,117.0395869191004,-37.21858864027628,0.0,37.21858864027628,0.0,1.3056632595486377,68.0,0.0,35.44372706242702,0.0,37.21858864027628,0.0,68.0,0.0,0.0,0.0,117.0395869191004,0.0
9,0.1543,0.251,0.105,62.310574204857,82.99392788827072,-20.68335368341372,0.12106410721292796,320.0,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.689425795143057,1.0,0.0,0.0,-5.689425795143057,310.78934381782545,290.10599013441174,0.0,20.68335368341372,290.10599013441174,0.0,0.0,117.03958691910523,-37.21858864027854,0.0,37.21858864027854,0.0,5.689425795143057,68.0,20.68335368341372,0.0,0.0,37.21858864027854,0.0,68.0,0.0,0.0,0.0,117.03958691910523,0.0
10,0.1543,0.251,0.105,53.81529693810797,43.965896254805166,9.849400683302804,0.12106410721292796,320.0,1.0,37.21858864027854,117.03958691910523,68.0,0.5809999999942644,0.31799999999930917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.184703061894112,1.0,0.0,0.0,-14.184703061894112,324.97404687971954,334.82344756302234,9.849400683302804,0.0,334.82344756302234,0.0,0.0,117.03958691910523,-37.21858864027854,0.0,37.21858864027854,0.0,14.184703061894112,68.0,0.0,9.849400683302804,0.0,37.21858864027854,0.0,68.0,0.0,0.0,0.0,117.03958691910523,0.0
